,source,text,created_at,retweet_count,favorite_count,is_retweet
60,Twitter for iPhone,“New York Governor Cuomo says President Trump has been “very helpful.” @foxandfriends  Thank you everybody is working very hard!,3/31/2020 11:27,19340.0,122037.0,False
61,Twitter for iPhone,https://t.co/Zt3mEb1h99,3/30/2020 22:24,39738.0,144715.0,False
62,Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/MLnQHuBDwj,3/30/2020 21:13,8619.0,0.0,True
63,Twitter for iPhone,White House news conference at 5:00 P.M. Eastern. Thank you!,3/30/2020 20:50,14511.0,107965.0,False
64,Twitter for iPhone,https://t.co/2hKJkP5Z6N,3/30/2020 17:46,15559.0,67514.0,False
65,Twitter for iPhone,On #NationalDoctorsDay we recognize the remarkable men &amp; women who treat their fellow Americans find cures for the diseases &amp; illnesses we face and never waver in their efforts to treat every patient with the dignity respect and empathy they deserve. https://t.co/7PRogpEVTP,3/30/2020 17:11,19799.0,82586.0,False
66,Twitter for iPhone,https://t.co/nzWJ8ViwbZ,3/30/2020 17:05,39135.0,173286.0,False
67,Twitter for iPhone,RT @DeptofDefense: LIVE: #USNSComfort arrives in New York in support of the DOD’s #COVID19 response efforts. (no sound) https://t.co/fajV9T…,3/30/2020 16:56,9785.0,0.0,True
68,Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: “We’re all in this together. I have never seen anything like it.” https://t.co/RMsw1pYfoe,3/30/2020 11:19,10269.0,0.0,True
69,Twitter for iPhone,RT @GOPChairwoman: FEMA and @realDonaldTrump’s administration are making sure we have the supplies we need to confront coronavirus. https:/…,3/30/2020 11:19,8212.0,0.0,True
70,Twitter for iPhone,Nancy Pelosi and the Democrats delayed the Workers Help/Stimulus Bill by over a week trying to add real “junk” into the Bill. Got some bad things having nothing to do with those affected by the Virus included. Republicans need their votes until we WIN BACK THE HOUSE IN 2020!,3/30/2020 11:17,43417.0,190330.0,False
71,Twitter for iPhone,RT @realDonaldTrump: Will be interviewed on @foxandfriends at 7:55 A.M. USA STRONG!,3/30/2020 11:12,15485.0,0.0,True
72,Twitter for iPhone,Thank you Dr. Hahn &amp; the FDA for your fast approval of this respected Ohio company recommended by Governor @MikeDeWine. Great potential! https://t.co/jAiIUAXwaL,3/30/2020 11:07,11730.0,50534.0,False
73,Twitter for iPhone,Will be interviewed on @foxandfriends at 7:55 A.M. USA STRONG!,3/30/2020 5:15,15485.0,94321.0,False
74,Twitter for iPhone,RT @SteveFDA: We issued a new authorization this evening to @Battelle for their decontamination system. @US_FDA staff have been working non…,3/30/2020 4:17,6920.0,0.0,True
75,Twitter for iPhone,RT @GovMikeDeWine: Thank you @realDonaldTrump and @SteveFDA! @US_FDA has now given Columbus-based @Battelle full approval of the use of ne…,3/30/2020 4:17,9060.0,0.0,True
76,Twitter for iPhone,https://t.co/YzhyVR1N6d,3/29/2020 23:43,13748.0,65490.0,False
77,Twitter for iPhone,https://t.co/MtEehGY9cp,3/29/2020 23:43,14177.0,60437.0,False
78,Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/io9HpU9q2o,3/29/2020 21:44,10627.0,0.0,True
79,Twitter for iPhone,Will be starting The White House news conference at 5:30 P.M. Eastern.,3/29/2020 20:57,13198.0,85846.0,False
80,Twitter for iPhone,So proud of the @USACEHQ @FEMA and the Federal Government for the 2900 bed hospital they built in 4 days (way ahead of schedule) in the Javits Center for NY. We are now moving the teams to join others so they can continue to build more hospitals/beds. Keep up the GREAT WORK!,3/29/2020 20:06,16060.0,70231.0,False
81,Twitter for iPhone,Thank you very much to Ken Langone for being a great American and for your wonderful comments on @TeamCavuto.,3/29/2020 20:03,9542.0,54371.0,False
82,Twitter for iPhone,I am a great friend and admirer of the Queen &amp; the United Kingdom. It was reported that Harry and Meghan who left the Kingdom would reside permanently in Canada. Now they have left Canada for the U.S. however the U.S. will not pay for their security protection. They must pay!,3/29/2020 19:00,99571.0,538278.0,False
83,Twitter for iPhone,Happy National Vietnam War Veterans Day to all of our Vietnam era Veterans. You have earned our gratitude and thanks by your actions years ago and what you have done since returning home. The Nation thanks you and your families for your service and sacrifice. We love you! https://t.co/MbEjEcc4pW,3/29/2020 18:10,19693.0,74897.0,False
84,Twitter for iPhone,...The CBS News poll said 13 percent of Republicans trusted the news media for information about the virus.” Michael M. Grynbaum @NYTimes,3/29/2020 17:49,9196.0,43853.0,False
85,Twitter for iPhone,...On Monday nearly 12.2 million people watched Mr. Trump’s briefing on CNN Fox News and MSNBC according to Nielsen — ‘Monday Night Football’ numbers. Millions more are watching on ABC CBS NBC and online streaming sites and the audience is expanding. On Monday Fox News...,3/29/2020 17:48,4771.0,19380.0,False
86,Twitter for iPhone,...alone attracted 6.2 million viewers for the president’s briefing — an astounding number for a 6 p.m. cable broadcast more akin to the viewership for a popular prime-time sitcom...,3/29/2020 17:48,9687.0,47623.0,False
87,Twitter for iPhone,“President Trump is a ratings hit. Since reviving the daily White House briefing Mr. Trump and his coronavirus updates have attracted an average audience of 8.5 million on cable news roughly the viewership of the season finale of ‘The Bachelor.’ Numbers are continuing to rise...,3/29/2020 17:48,24898.0,126508.0,False
88,Twitter for iPhone,Because the “Ratings” of my News Conferences etc. are so high “Bachelor finale Monday Night Football type numbers” according to the @nytimes the Lamestream Media is going CRAZY. “Trump is reaching too many people we must stop him.” said one lunatic. See you at 5:00 P.M.!,3/29/2020 17:06,32261.0,140433.0,False
89,Twitter for iPhone,Polls are showing tremendous disapproval of Lamestream Media coverage of the Virus crisis. The Fake News just hasn’t figured that out yet!,3/29/2020 16:53,25777.0,122266.0,False
90,Twitter for iPhone,The Lamestream Media wants us to fail. That will NEVER happen!,3/29/2020 16:34,38586.0,202952.0,False
91,Twitter for iPhone,RT @realDonaldTrump: With the courage of our doctors and nurses with the skill of our scientists and innovators with the determination of…,3/29/2020 16:29,45749.0,0.0,True
92,Twitter for iPhone,RT @WhiteHouse: This afternoon President @realDonaldTrump will deliver remarks at the Naval Station Norfolk send-off for the #USNSComfort.…,3/29/2020 16:26,2319.0,0.0,True
93,Twitter for iPhone,RT @Scavino45: Air Force One landing in Virginia... https://t.co/eHXzkr2pZX,3/29/2020 16:25,8022.0,0.0,True
94,Twitter for iPhone,RT @WhiteHouse: To support the hundreds of millions of Americans making tremendous sacrifices on the home front President @realDonaldTrump…,3/29/2020 16:24,6674.0,0.0,True
95,Twitter for iPhone,RT @GOPChairwoman: “Our country is at war with an invisible enemy. We are marshaling the full power of the American nation… [The USNS Comfo…,3/29/2020 16:24,2410.0,0.0,True
96,Twitter for iPhone,RT @WhiteHouse: “This great ship behind me is a 70000-ton message of hope and solidarity to the incredible people of New York.” — Presiden…,3/29/2020 16:23,7762.0,0.0,True
97,Twitter for iPhone,RT @GOPChairwoman: Great advice for America’s children! https://t.co/FoWYoIBnnp,3/29/2020 16:23,4827.0,0.0,True
98,Twitter for iPhone,RT @IngrahamAngle: Smart that @realDonaldTrump looked at the data accurate projections and nixed the horrid idea of a federal quarantine…,3/29/2020 16:23,7715.0,0.0,True
99,Twitter for iPhone,RT @GOPChairwoman: The enemy may be invisible but @realDonaldTrump is fighting a war against this crisis. His leadership is all the more…,3/29/2020 16:22,2400.0,0.0,True
100,Twitter for iPhone,RT @GOPChairwoman: Pelosi can't get away with rewriting history.In January Democrats were all-consumed with a bogus impeachment.What w…,3/29/2020 16:21,16822.0,0.0,True
101,Twitter for iPhone,Hope the FDA can approve Mask Sterilization equipment ASAP. As per Governor @MikeDeWine there is a company in Ohio @Battelle which has equipment that can sterilize masks quickly.,3/29/2020 16:12,13181.0,57143.0,False
102,Twitter for iPhone,“With the Tax Cuts and new Trade Deals we were set for a tremendous growth rate this year.... and then the Virus came along.” @larry_kudlow  @MariaBartiromo We were breaking all records especially on employment. It will all come roaring back again and fast!,3/29/2020 16:07,16626.0,80588.0,False
103,Twitter for iPhone,RT @Battelle: Coronavirus In Ohio: @Battelle Pioneers Technology To Clean And Reuse PPE | @WOSU Radiohttps://t.co/qE1SFhofW4,3/29/2020 15:13,4163.0,0.0,True
104,Twitter for iPhone,Highly recommended by Governor @MikeDeWine of Ohio. @FDA must move quickly! https://t.co/pLpI4CSs9H,3/29/2020 15:13,16300.0,46848.0,False
105,Twitter for iPhone,RT @VaticanNews: #PopeFrancis delivers an extraordinary blessing “To the City and to the World” to pray for an end to the Covid-19 #coronav…,3/29/2020 14:48,5137.0,0.0,True
106,Twitter for iPhone,RT @GovRonDeSantis: The firing of Andrew McCabe is a rare example of someone being held accountable in Washington.  I hope the IG issues hi…,3/29/2020 14:34,7259.0,0.0,True
107,Twitter for iPhone,RT @Jrock41S: @freep Albom's softball interview with Whitmer this past Friday (AM 760 WJR) was horrific.  Wasn't sure what was more disturb…,3/29/2020 14:29,3978.0,0.0,True
108,Twitter for iPhone,Will be doing a press conference today at 5:00 P.M. The White House. People are working harder than I have ever seen people work. It is a beautiful thing to watch!,3/29/2020 14:01,27724.0,158378.0,False
109,Twitter for iPhone,RT @realDonaldTrump: https://t.co/UJ9a8k4oQk,3/29/2020 3:30,19167.0,0.0,True
110,Twitter for iPhone,RT @SenKevinCramer: Thank you @POTUS @realDonaldTrump for signing the CARES Act right away and for your leadership throughout this entire p…,3/29/2020 3:30,5359.0,0.0,True
111,Twitter for iPhone,RT @Scavino45: “The ship behind me is a 70000 ton msg of hope &amp; solidarity to the incredible people of NY: we are here for you we are fig…,3/29/2020 3:29,12609.0,0.0,True
112,Twitter for iPhone,RT @CDCDirector: Domestic Travel Advisory: Due to extensive community transmission of #COVID19 in New York New Jersey and Connecticut CD…,3/29/2020 3:28,7377.0,0.0,True
113,Twitter for iPhone,....Federal Government. A quarantine will not be necessary. Full details will be released by CDC tonight. Thank you!,3/29/2020 0:19,16703.0,75871.0,False
114,Twitter for iPhone,On the recommendation of the White House CoronaVirus Task Force and upon consultation with the Governor’s of New York New Jersey and Connecticut I have asked the @CDCgov to issue a strong Travel Advisory to be administered by the Governors in consultation with the....,3/29/2020 0:19,23998.0,110155.0,False
115,Twitter for iPhone,With the courage of our doctors and nurses with the skill of our scientists and innovators with the determination of the American People and with the grace of God WE WILL WIN THIS WAR. When we achieve this victory we will emerge stronger and more united than ever before! https://t.co/sFmxKzXdGC,3/28/2020 22:30,45749.0,190713.0,False
116,Twitter for iPhone,"RT @USNavy: ""We will stop at nothing to protect the people of our country."" - @POTUS #COVID19 #USNavyAlwaysThere https://t.co/BMoZwIjVrz",3/28/2020 22:24,16358.0,0.0,True
117,Twitter for iPhone,RT @WhiteHouse: LIVE: President @realDonaldTrump at Send-Off for USNS Comfort https://t.co/ovTIY8tpjb,3/28/2020 20:41,9111.0,0.0,True
118,Twitter for iPhone,https://t.co/UJ9a8k4oQk,3/28/2020 18:33,19167.0,77041.0,False
119,Twitter for iPhone,I am giving consideration to a QUARANTINE of developing “hot spots” New York New Jersey and Connecticut. A decision will be made one way or another shortly.,3/28/2020 17:31,33721.0,180755.0,False
120,Twitter for iPhone,Heading to the Great State of Virginia now will be there shortly. The #USNSComfort is “loaded to the gills” at Naval Station Norfolk departing for New York City this afternoon. https://t.co/1ZSUweoX7x,3/28/2020 16:56,16128.0,74026.0,False
121,Twitter for iPhone,....very often FAKE NEWS. Lamestream Media should be forced to reveal sources very much as they did in the long ago past. If they did that the media would be trusted again and Fake News would largely be a thing of the past!,3/28/2020 14:16,17054.0,78156.0,False
122,Twitter for iPhone,....very often FAKE NEWS. Lamestream Media should be forced to reveal sources very much as they did in the long ago past. If they did that the media would be trusted again and Fake News would largely be a thing if the past!,3/28/2020 12:33,8018.0,33741.0,False
123,Twitter for iPhone,One of the reasons that Fake News has become so prevalent &amp; far reaching is the fact that corrupt “journalists” base their stories on SOURCES that they make up in order to totally distort a narrative or story. When you see “five sources say” don’t believe the story it is....,3/28/2020 12:33,38193.0,170504.0,False
124,Twitter for iPhone,So much of the Lamestream Media is writing and broadcasting stories with facts that are made up and knowingly wrong. They are doing it by quoting unnamed sources that simply do not exist. These are very dangerous &amp; corrupt people who will do anything to win. NAME YOUR SOURCES!,3/28/2020 12:13,44833.0,200974.0,False
125,Twitter for iPhone,Thank you James! https://t.co/Ku1RMHmeVK,3/28/2020 4:49,26287.0,124214.0,False
126,Twitter for iPhone,RT @LaraLeaTrump: Awesome to see our team still working hard for @realDonaldTrump  — stay safe everybody! 🇺🇸,3/28/2020 4:48,6799.0,0.0,True
127,Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump signs coronavirus relief CARES Act! https://t.co/Ine2eOONs2,3/28/2020 4:48,8038.0,0.0,True
128,Twitter for iPhone,RT @Mike_Pence: Today President @realDonaldTrump signed into the law the #CARESAct which will help small businesses stay open help worker…,3/28/2020 4:47,7802.0,0.0,True
129,Twitter for iPhone,RT @IvankaTrump: Today President @realDonaldTrump signed the #CARESActthe single largest economic relief package in 🇺🇸history. POTUS has &amp;…,3/28/2020 4:47,8915.0,0.0,True
130,Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump’s message to Young Americans: You are a citizen of the greatest country anywhere in the world we…,3/28/2020 4:46,10477.0,0.0,True
131,Twitter for iPhone,RT @IngrahamAngle: They’re not happy because ⁦@realDonaldTrump⁩ is speaking directly to American people during a crisis and getting strong…,3/28/2020 4:46,14719.0,0.0,True
132,Twitter for iPhone,RT @GeraldoRivera: Trump-haters clearly  frustrated that the American people-many of whom did not vote for him-approve of the epic job @rea…,3/28/2020 4:45,9390.0,0.0,True
133,Twitter for iPhone,More Fake News! https://t.co/URewvfAUDl,3/28/2020 4:40,11964.0,44048.0,False
134,Twitter for iPhone,RT @BrandonBeckham_: @realDonaldTrump 🇺🇸 We've seen the greatest mobilization of industry since World War IIPresident @realDonaldTrump is…,3/28/2020 4:25,6097.0,0.0,True
135,Twitter for iPhone,Such Fake reporting by the @nytimes @washingtonpost @CNN &amp; others. They use a small portion of a sentence out of a full paragraph in order to demean. They really are corrupt and disgusting. No wonder the media is according to polls record setting low &amp; untrusted.  #MAGA,3/28/2020 4:21,34951.0,143195.0,False
136,Twitter for iPhone,https://t.co/GG1pdqME1J,3/28/2020 2:34,11024.0,48306.0,False
137,Twitter for iPhone,https://t.co/w7551gFny1,3/28/2020 2:34,12557.0,49198.0,False
138,Twitter for iPhone,"RT @WhiteHouse: ""My Administration is actively planning the next phase in an all-out war against this horrible virus."" https://t.co/pqejbUi…",3/28/2020 2:31,11165.0,0.0,True
139,Twitter for iPhone,RT @USNavy: Answering the call it's what we do. #USNSMercy Arrives in Los Angeles in #COVID19 response - https://t.co/lPkSZd4JLH https:/…,3/28/2020 2:30,10287.0,0.0,True
140,Twitter for iPhone,I love Michigan one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor Gretchen “Half” Whitmer is way in over her head she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA,3/28/2020 2:29,25787.0,129607.0,False
141,Twitter for iPhone,I love Michigan one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor Gretchen “Half” Whitmer is way in over her ahead she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA,3/28/2020 1:24,10235.0,40807.0,False
142,Twitter for iPhone,She is a third rate reporter who has nothing going. A Fake News “journalist”. https://t.co/SopsC7uMMf,3/28/2020 1:05,17378.0,69256.0,False
143,Twitter for iPhone,RT @alx: TRUMP: “The Media and Governors should appreciate it.. When they’re not appreciative of me they are not appreciative to the Army…,3/28/2020 0:58,8005.0,0.0,True
144,Twitter for iPhone,RT @alx: How is that any different than what Hannity has said?Neither said anything wrong. They did not call Coronavirus a Hoax or Scam…,3/28/2020 0:56,5586.0,0.0,True
145,Twitter for iPhone,RT @alx: FOX Business Network Fires @trish_regan for Telling the Truth About How Liberal Media Was Using Coronavirus to Take Down Trump -…,3/28/2020 0:55,12683.0,0.0,True
146,Twitter for iPhone,RT @toddstarnes: Can't say enough wonderful things about @trish_regan - one of the few conservatives in cable television. She's a great pat…,3/28/2020 0:54,10486.0,0.0,True
147,Twitter for iPhone,We are marshalling the full power of government and society to achieve victory over the virus. Together we will endure we will prevail and we will WIN! #CARESAct https://t.co/zb2PJTldGQ,3/27/2020 21:13,22474.0,98783.0,False
148,Twitter for iPhone,RT @SenateGOP: 🚨 Help is on the way. 🚨President @realdonaldtrump just SIGNED the Coronavirus Aid Relief &amp; Economic Security Act into law…,3/27/2020 20:39,7192.0,0.0,True
149,Twitter for iPhone,I just signed the CARES Act the single biggest economic relief package in American History – twice as large as any relief bill ever enacted. At $2.2 Trillion Dollars this bill will deliver urgently-needed relief for our nation’s families workers and businesses. #CARESAct🇺🇸 https://t.co/0WnTNFZPZD,3/27/2020 20:34,17671.0,64522.0,False
150,Twitter for iPhone,News conference live from the @WhiteHouse today. 5:30 P.M. Eastern!,3/27/2020 20:32,10149.0,56837.0,False
