source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Have the Democrats finally realized that we desperately need Border Security and a Wall on the Southern Border. Need to stop Drugs Human TraffickingGang Members &amp; Criminals from coming into our Country. Do the Dems realize that most of the people not getting paid are Democrats?,12/27/2018 12:06,30542,131861,FALSE,1.07826E+18
Twitter for iPhone,Just returned from visiting our troops in Iraq and Germany. One thing is certain we have incredible people representing our Country - people that know how to win!,12/27/2018 11:59,29623,168756,FALSE,1.07826E+18
Twitter for iPhone,.@FLOTUS Melania and I were honored to visit our incredible troops at Al Asad Air Base in Iraq. GOD BLESS THE U.S.A.! https://t.co/rDlhITDvm1,12/26/2018 20:35,50441,222873,FALSE,1.07803E+18
Twitter for iPhone,I hope everyone even the Fake News Media is having a great Christmas! Our Country is doing very well. We are securing our Borders making great new Trade Deals and bringing our Troops Back Home. We are finally putting America First. MERRY CHRISTMAS!  #MAGA,12/25/2018 23:18,46596,249842,FALSE,1.07771E+18
Twitter for iPhone,Merry Christmas!,12/25/2018 12:59,89254,508327,FALSE,1.07755E+18
Twitter for iPhone,RT @FLOTUS: Helping children across the country track #Santa is becoming one of my favorite traditions!  @Potus and I enjoyed working with…,12/25/2018 2:28,24694,0,TRUE,1.07739E+18
Twitter for iPhone,I am in the Oval Office &amp; just gave out a 115 mile long contract for another large section of the Wall in Texas. We are already building and renovating many miles of Wall some complete. Democrats must end Shutdown and finish funding. Billions of Dollars &amp; lives will be saved!,12/24/2018 22:24,41153,182040,FALSE,1.07733E+18
Twitter for iPhone,Christmas Eve briefing with my team working on North Korea – Progress being made. Looking forward to my next summit with Chairman Kim! https://t.co/zPTtDbrP0o,12/24/2018 21:14,17566,88627,FALSE,1.07731E+18
Twitter for iPhone,I am all alone (poor me) in the White House waiting for the Democrats to come back and make a deal on desperately needed Border Security. At some point the Democrats not wanting to make a deal will cost our Country more money than the Border Wall we are all talking about. Crazy!,12/24/2018 17:32,37860,181954,FALSE,1.07726E+18
Twitter for iPhone,Saudi Arabia has now agreed to spend the necessary money needed to help rebuild Syria instead of the United States. See? Isn’t it nice when immensely wealthy countries help rebuild their neighbors rather than a Great Country the U.S. that is 5000 miles away. Thanks to Saudi A!,12/24/2018 17:23,38832,156892,FALSE,1.07725E+18
Twitter for iPhone,The Wall is different than the 25 Billion Dollars in Border Security. The complete Wall will be built with the Shutdown money plus funds already in hand. The reporting has been inaccurate on the point. The problem is without the Wall much of the rest of Dollars are wasted!,12/24/2018 17:10,25415,101326,FALSE,1.07725E+18
Twitter for iPhone,I never “lashed out” at the Acting Attorney General of the U.S. a man for whom I have great respect. This is a made up story one of many by the Fake News Media!,12/24/2018 16:55,19239,88333,FALSE,1.07725E+18
Twitter for iPhone,The only problem our economy has is the Fed. They don’t have a feel for the Market they don’t understand necessary Trade Wars or Strong Dollars or even Democrat Shutdowns over Borders. The Fed is like a powerful golfer who can’t score because he has no touch - he can’t putt!,12/24/2018 15:55,30508,125022,FALSE,1.07723E+18
Twitter for iPhone,AMERICA IS RESPECTED AGAIN!,12/24/2018 15:33,28409,156718,FALSE,1.07723E+18
Twitter for iPhone,For all of the sympathizers out there of Brett McGurk remember he was the Obama appointee who was responsible for loading up airplanes with 1.8 Billion Dollars in CASH &amp;  sending it to Iran as part of the horrific Iran Nuclear Deal (now terminated) approved by Little Bob Corker.,12/24/2018 15:23,28640,99077,FALSE,1.07722E+18
Twitter for iPhone,....We are substantially subsidizing the Militaries of many VERY rich countries all over the world while at the same time these countries take total advantage of the U.S. and our TAXPAYERS on Trade. General Mattis did not see this as a problem. I DO and it is being fixed!,12/24/2018 14:59,25119,107521,FALSE,1.07722E+18
Twitter for iPhone,To those few Senators who think I don’t like or appreciate being allied with other countries they are wrong I DO. What I don’t like however is when many of these same countries take advantage of their friendship with the United States both in Military Protection and Trade...,12/24/2018 14:41,22190,98796,FALSE,1.07721E+18
Twitter for iPhone,Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I made it an important part of my campaign because people and drugs were pouring into our Country unchecked that they turned against it. Desperately needed!,12/24/2018 14:31,25312,108934,FALSE,1.07721E+18
Twitter for iPhone,President @RT_Erdogan of Turkey has very strongly informed me that he will eradicate whatever is left of ISIS in Syria....and he is a man who can do it plus Turkey is right “next door.” Our troops are coming home!,12/24/2018 4:54,21687,97080,FALSE,1.07706E+18
Twitter for iPhone,“The President has been remarkable. I do not doubt that he will thrive in this new environment and he will be a constant reminder of what populism is.” Thank you to Tammy Bruce and Steve Hilton. Presidential Harassment has been with me from the beginning!,12/24/2018 4:26,16101,78715,FALSE,1.07706E+18
Twitter for iPhone,The most important way to stop gangs drugs human trafficking and massive crime is at our Southern Border. We need Border Security and as EVERYONE knows you can’t have Border Security without a Wall. The Drones &amp; Technology are just bells and whistles. Safety for America!,12/24/2018 4:05,24085,100773,FALSE,1.07705E+18
Twitter for iPhone,Mitch McConnell just told a group of people and me that he has been in the U.S. Senate for 32 years and the last two have been by far the best &amp; most productive of his career. Tax &amp; Regulation Cuts VA Choice Farm Bill Criminal Justice Reform Judgeships &amp; much more. Great!,12/24/2018 3:47,26483,130325,FALSE,1.07705E+18
Twitter for iPhone,“It should not be the job of America to replace regimes around the world. This is what President Trump recognized in Iraq that it was the biggest foreign policy disaster of the last several decades and he’s right...The generals still don’t get the mistake.”  @RandPaul,12/24/2018 3:32,22084,89820,FALSE,1.07704E+18
Twitter for iPhone,RT @RSScott_BP252: USBP Agents will continue to diligently do their sworn duites through the holidays and the furlough -JUST LIKE EVERY OTH…,12/24/2018 0:42,1326,0,TRUE,1.077E+18
Twitter for iPhone,Thanks @RandPaul  “I am very proud of the President. This is exactly what he promised and I think the people agree with him. We’ve been at war too long and in too many places...spent several trillion dollars on these wars everywhere. He’s different...that’s why he got elected.”,12/23/2018 21:18,25268,109480,FALSE,1.07695E+18
Twitter for iPhone,.....Bob Corker was responsible for giving us the horrible Iran Nuclear Deal which I ended yet he badmouths me for wanting to bring our young people safely back home. Bob wanted to run and asked for my endorsement. I said NO and the game was over. #MAGA I LOVE TENNESSEE!,12/23/2018 20:20,21647,97685,FALSE,1.07694E+18
Twitter for iPhone,Senator Bob Corker just stated that “I’m so priveledged to serve in the Senate for twelve years and that’s what I told the people of our state that’s what I’d do serve for two terms.” But that is Not True - wanted to run but poll numbers TANKED when I wouldn’t endorse him.....,12/23/2018 19:56,16542,78517,FALSE,1.07693E+18
Twitter for iPhone,We signed two pieces of major legislation this week Criminal Justice Reform and the Farm Bill. These are two Big Deals but all the Fake News Media wants to talk about is “the mistake” of bringing our young people back home from the Never Ending Wars. It all began 19 years ago!,12/23/2018 19:45,22964,94518,FALSE,1.07693E+18
Twitter for iPhone,Unthinkable devastation from the tsunami disaster in Indonesia. More than two hundred dead and nearly a thousand injured or unaccounted for. We are praying for recovery and healing. America is with you!,12/23/2018 17:13,15979,79668,FALSE,1.07689E+18
Twitter for iPhone,I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS our mutual involvement in Syria &amp; the slow &amp; highly coordinated pullout of U.S. troops from the area. After many years they are coming home. We also discussed heavily expanded Trade.,12/23/2018 16:59,17811,80977,FALSE,1.07688E+18
Twitter for iPhone,I am pleased to announce that our very talented Deputy Secretary of Defense Patrick Shanahan will assume the title of Acting Secretary of Defense starting January 1 2019. Patrick has a long list of accomplishments while serving as Deputy &amp; previously Boeing. He will be great!,12/23/2018 16:46,18488,87083,FALSE,1.07688E+18
Twitter for iPhone,The only way to stop drugs gangs human trafficking criminal elements and much else from coming into our Country is with a Wall or Barrier. Drones and all of the rest are wonderful and lots of fun but it is only a good old fashioned Wall that works!,12/23/2018 14:17,32372,143510,FALSE,1.07684E+18
Twitter for iPhone,When President Obama ingloriously fired Jim Mattis I gave him a second chance. Some thought I shouldn’t I thought I should. Interesting relationship-but I also gave all of the resources that he never really had. Allies are very important-but not when they take advantage of U.S.,12/23/2018 2:20,25500,115813,FALSE,1.07666E+18
Twitter for iPhone,If anybody but your favorite President Donald J. Trump announced that after decimating ISIS in Syria we were going to bring our troops back home (happy &amp; healthy) that person would be the most popular hero in America. With me hit hard instead by the Fake News Media. Crazy!,12/23/2018 1:59,33844,153602,FALSE,1.07666E+18
Twitter for iPhone,Brett McGurk who I do not know was appointed by President Obama in 2015. Was supposed to leave in February but he just resigned prior to leaving. Grandstander? The Fake News is making such a big deal about this nothing event!,12/23/2018 1:48,19475,86601,FALSE,1.07666E+18
Twitter for iPhone,I will not be going to Florida because of the Shutdown - Staying in the White House!  #MAGA,12/22/2018 23:58,23909,121158,FALSE,1.07663E+18
Twitter for iPhone,Senate adjourns until December 27th.,12/22/2018 21:12,14231,64919,FALSE,1.07659E+18
Twitter for iPhone,I won an election said to be one of the greatest of all time based on getting out of endless &amp; costly foreign wars &amp; also based on Strong Borders which will keep our Country safe. We fight for the borders of other countries but we won’t fight for the borders of our own!,12/22/2018 20:28,40151,175564,FALSE,1.07658E+18
Twitter for iPhone,The crisis of illegal activity at our Southern Border is real and will not stop until we build a great Steel Barrier or Wall. Let work begin!,12/22/2018 20:03,24788,111116,FALSE,1.07657E+18
Twitter for iPhone,Will be having lunch in White House residence with large group concerning Border Security.,12/22/2018 17:02,17276,93759,FALSE,1.07652E+18
Twitter for iPhone,....going to be there for three months and that was seven years ago - we never left. When I became President ISIS was going wild. Now ISIS is largely defeated and other local countries including Turkey should be able to easily take care of whatever remains. We’re coming home!,12/22/2018 16:30,25454,117921,FALSE,1.07652E+18
Twitter for iPhone,I am in the White House working hard. News reports concerning the Shutdown and Syria are mostly FAKE. We are negotiating with the Democrats on desperately needed Border Security (Gangs Drugs Human Trafficking &amp; more) but it could be a long stay. On Syria we were originally...,12/22/2018 16:18,20944,90769,FALSE,1.07651E+18
Twitter for iPhone,RT @realDonaldTrump: OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! https://t.co/ZGcYygMf3a,12/22/2018 5:09,16325,0,TRUE,1.07634E+18
Twitter for iPhone,OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! https://t.co/ZGcYygMf3a,12/22/2018 2:49,38165,150175,FALSE,1.07631E+18
Twitter for iPhone,Wishing Supreme Court Justice Ruth Bader Ginsburg a full and speedy recovery!,12/22/2018 0:16,16052,113554,FALSE,1.07627E+18
Twitter for iPhone,Some of the many Bills that I am signing in the Oval Office right now. Cancelled my trip on Air Force One to Florida while we wait to see if the Democrats will help us to protect America’s Southern Border! https://t.co/ws6LYhKcKl,12/21/2018 23:23,22682,103894,FALSE,1.07626E+18
Twitter for iPhone,A design of our Steel Slat Barrier which is totally effective while at the same time beautiful! https://t.co/sGltXh0cu9,12/21/2018 22:14,33445,138598,FALSE,1.07624E+18
Twitter for iPhone,Today it was my honor to sign into law H.R. 7213 the “Countering Weapons of Mass Destruction Act of 2018.” The Act redesignates the @DHSgov Domestic Nuclear Detection Office as the Countering Weapons of Mass Destruction Office. Read more: https://t.co/XCkyc8pGZF https://t.co/TTvGxBww5n,12/21/2018 19:56,11305,50880,FALSE,1.0762E+18
Twitter for iPhone,Today it was my great honor to sign the #FirstStepAct - a monumental bi-partisan win for the American people! https://t.co/isy6Bt38iK,12/21/2018 19:28,13670,58726,FALSE,1.0762E+18
Twitter for iPhone,I’ve done more damage to ISIS than all recent presidents....not even close!,12/21/2018 15:31,21551,113478,FALSE,1.07614E+18
Twitter for iPhone,The Democrats now own the shutdown!,12/21/2018 15:07,29590,130672,FALSE,1.07613E+18
Twitter for iPhone,General Anthony Tata author “Dark Winter.” I think the President is making the exact right move in Syria. All the geniuses who are protesting the withdrawal of troops from Syria are the same geniuses who cooked the books on ISIS intelligence and gave rise to ISIS.”,12/21/2018 14:50,21921,80666,FALSE,1.07613E+18
Twitter for iPhone,There has never been a president who has been tougher (but fair) on China or Russia - Never just look at the facts. The Fake News tries so hard to paint the opposite picture.,12/21/2018 14:41,17272,78064,FALSE,1.07613E+18
Twitter for iPhone,Thank you @SteveDaines for being willing to go with the so-called nuclear option in order to win on DESPERATELY NEEDED Border Security! Have my total support.,12/21/2018 13:08,15951,69823,FALSE,1.0761E+18
Twitter for iPhone,Mitch use the Nuclear Option and get it done! Our Country is counting on you!,12/21/2018 13:02,28519,118884,FALSE,1.0761E+18
Twitter for iPhone,Even President Ronald Reagan tried for 8 years to build a Border Wall or Fence and was unable to do so. Others also have tried. We will get it done one way or the other!,12/21/2018 12:38,20752,93214,FALSE,1.07609E+18
Twitter for iPhone,Shutdown today if Democrats do not vote for Border Security!,12/21/2018 12:31,23237,104725,FALSE,1.07609E+18
Twitter for iPhone,House Republican Vote 217-185.,12/21/2018 12:27,11100,62603,FALSE,1.07609E+18
Twitter for iPhone,The Democrats whose votes we need in the Senate will probably vote against Border Security and the Wall even though they know it is DESPERATELY NEEDED. If the Dems vote no there will be a shutdown that will last for a very long time. People don’t want Open Borders and Crime!,12/21/2018 12:24,19337,81582,FALSE,1.07609E+18
Twitter for iPhone,No matter what happens today in the Senate Republican House Members should be very proud of themselves. They flew back to Washington from all parts of the World in order to vote for Border Security and the Wall. Not one Democrat voted yes and we won big. I am very proud of you!,12/21/2018 12:19,17819,78125,FALSE,1.07609E+18
Twitter for iPhone,.....on a Border is only effective in conjunction with a Wall. Properly designed and built Walls work and the Democrats are lying when they say they don’t. In Israel the Wall is 99.9% successful. Will not be any different on our Southern Border! Hundreds of $Billions saved!,12/21/2018 12:10,15582,67948,FALSE,1.07609E+18
Twitter for iPhone,The Democrats are trying to belittle the concept of a Wall calling it old fashioned. The fact is there is nothing else’s that will work and that has been true for thousands of years. It’s like the wheel there is nothing better. I know tech better than anyone &amp; technology.....,12/21/2018 11:58,22063,101281,FALSE,1.07608E+18
Twitter for iPhone,Senator Mitch McConnell should fight for the Wall and Border Security as hard as he fought for anything. He will need Democrat votes but as shown in the House good things happen. If enough Dems don’t vote it will be a Democrat Shutdown! House Republicans were great yesterday!,12/21/2018 11:50,16593,73249,FALSE,1.07608E+18
Twitter for iPhone,Soon to be Speaker Nancy Pelosi said last week live from the Oval Office that the Republicans didn’t have the votes for Border Security. Today the House Republicans voted and won 217-185. Nancy does not have to apologize. All I want is GREAT BORDER SECURITY!,12/21/2018 3:20,28189,113127,FALSE,1.07595E+18
Twitter for iPhone,Thank you to our GREAT Republican Members of Congress for your VOTE to fund Border Security and the Wall. The final numbers were 217-185 and many have said that the enthusiasm was greater than they have ever seen before. So proud of you all. Now on to the Senate!,12/21/2018 3:13,28351,125268,FALSE,1.07595E+18
Twitter for iPhone,General Jim Mattis will be retiring with distinction at the end of February after having served my Administration as Secretary of Defense for the past two years. During Jim’s tenure tremendous progress has been made especially with respect to the purchase of new fighting....,12/20/2018 22:21,20654,90865,FALSE,1.07588E+18
Twitter for iPhone,....equipment. General Mattis was a great help to me in getting allies and other countries to pay their share of military obligations. A new Secretary of Defense will be named shortly. I greatly thank Jim for his service!,12/20/2018 22:21,15917,75018,FALSE,1.07588E+18
Twitter Media Studio,Democrats it is time to come together and put the SAFETY of the AMERICAN PEOPLE before POLITICS. Border security must become a #1 priority! https://t.co/Wck6UpQGil,12/20/2018 21:48,24228,93654,FALSE,1.07587E+18
Twitter for iPhone,Farm Bill signing in 15 minutes! #Emmys #TBT https://t.co/KtSS17xvIn,12/20/2018 20:14,36226,132284,FALSE,1.07585E+18
Twitter for iPhone,So hard to believe that Lindsey Graham would be against saving soldier lives &amp; billions of $$$. Why are we fighting for our enemy Syria by staying &amp; killing ISIS for them Russia Iran &amp; other locals? Time to focus on our Country &amp; bring our youth back home where they belong!,12/20/2018 19:22,25228,118087,FALSE,1.07583E+18
Twitter for iPhone,Congress just passed the Criminal Justice Reform Bill known as the #FirstStepAct. Congratulations! This is a great bi-partisan achievement for everybody. When both parties work together we can keep our Country safer. A wonderful thing for the U.S.A.!!,12/20/2018 19:16,13689,64910,FALSE,1.07583E+18
Twitter for iPhone,When I begrudgingly signed the Omnibus Bill I was promised the Wall and Border Security by leadership. Would be done by end of year (NOW). It didn’t happen! We foolishly fight for Border Security for other countries - but not for our beloved U.S.A. Not good!,12/20/2018 15:28,30304,119968,FALSE,1.07578E+18
Twitter for iPhone,RT @realDonaldTrump: After historic victories against ISIS it’s time to bring our great young people home! https://t.co/xoNjFzQFTp,12/20/2018 12:41,29381,0,TRUE,1.07573E+18
Twitter for iPhone,With so much talk about the Wall people are losing sight of the great job being done on our Southern Border by Border Patrol ICE and our great Military. Remember the Caravans? Well they didn’t get through and none are forming or on their way. Border is tight. Fake News silent!,12/20/2018 12:39,24050,101172,FALSE,1.07573E+18
Twitter for iPhone,The Democrats who know Steel Slats (Wall) are necessary for Border Security are putting politics over Country. What they are just beginning to realize is that I will not sign any of their legislation including infrastructure unless it has perfect Border Security. U.S.A. WINS!,12/20/2018 12:28,22888,94469,FALSE,1.07573E+18
Twitter for iPhone,....Russia Iran Syria &amp; many others are not happy about the U.S. leaving despite what the Fake News says because now they will have to fight ISIS and others who they hate without us. I am building by far the most powerful military in the world. ISIS hits us they are doomed!,12/20/2018 12:16,16936,74564,FALSE,1.07573E+18
Twitter for iPhone,Does the USA want to be the Policeman of the Middle East getting NOTHING but spending precious lives and trillions of dollars protecting others who in almost all cases do not appreciate what we are doing? Do we want to be there forever? Time for others to finally fight.....,12/20/2018 11:56,26017,109948,FALSE,1.07572E+18
Twitter for iPhone,Getting out of Syria was no surprise. I’ve been campaigning on it for years and six months ago when I very publicly wanted to do it I agreed to stay longer. Russia Iran Syria &amp; others are the local enemy of ISIS. We were doing there work. Time to come home &amp; rebuild. #MAGA,12/20/2018 11:42,16808,72204,FALSE,1.07572E+18
Twitter for iPhone,“I’m proud of the President today to hear that he is declaring victory in Syria.” Senator Rand Paul.  “I couldn’t agree more with the presidents decision. By definition this is the opposite of an Obama decision. Senator Mike Lee,12/20/2018 11:25,13158,60475,FALSE,1.07571E+18
Twitter for iPhone,“Trump gets no credit for what he’s done in the Middle East.”  @IngrahamAngle  So true thank you Laura!,12/20/2018 5:17,15142,74315,FALSE,1.07562E+18
Twitter for iPhone,Col. Jim Carafano on @IngrahamAngle “Trump has made the Middle East a better place. When Trump came into office ISIS was running amuck in the Middle East. Over a million refugees poured into Western Europe - none of that is happening today. That’s all due to Trump.”,12/20/2018 5:04,15627,63010,FALSE,1.07562E+18
Twitter for iPhone,"RT @GovMikeHuckabee: It took a British court to reveal it but more shocking evidence of the REAL ""Russian collusion"" and it wasn't about @…",12/20/2018 3:30,20865,0,TRUE,1.07559E+18
Twitter Media Studio,After historic victories against ISIS it’s time to bring our great young people home! https://t.co/xoNjFzQFTp,12/19/2018 23:10,29396,118571,FALSE,1.07553E+18
Twitter for iPhone,....In any event it goes on and on &amp; the new AG who is now being replaced by yet another AG (who openly campaigned on a GET TRUMP agenda) does little else but rant rave &amp; politic against me. Will never be treated fairly by these people - a total double standard of “justice.”,12/19/2018 15:05,17280,72633,FALSE,1.07541E+18
Twitter for iPhone,...sleazebag AG Eric Schneiderman who has since resigned over horrific women abuse when I wanted to close the Foundation so as not to be in conflict with politics. Shady Eric was head of New Yorkers for Clinton and refused to even look at the corrupt Clinton Foundation......,12/19/2018 14:56,20672,80635,FALSE,1.0754E+18
Twitter for iPhone,The Trump Foundation has done great work and given away lots of money both mine and others to great charities over the years - with me taking NO fees rent salaries etc. Now as usual I am getting slammed by Cuomo and the Dems in a long running civil lawsuit started by.....,12/19/2018 14:44,16282,65794,FALSE,1.0754E+18
Twitter for iPhone,We have defeated ISIS in Syria my only reason for being there during the Trump Presidency.,12/19/2018 14:29,25524,116733,FALSE,1.0754E+18
Twitter for iPhone,Mexico is paying (indirectly) for the Wall through the new USMCA the replacement for NAFTA! Far more money coming to the U.S. Because of the tremendous dangers at the Border including large scale criminal and drug inflow the United States Military will build the Wall!,12/19/2018 13:43,23954,98828,FALSE,1.07539E+18
Twitter for iPhone,In our Country so much money has been poured down the drain for so many years but when it comes to Border Security and the Military the Democrats fight to the death. We won on the Military which is being completely rebuilt. One way or the other we will win on the Wall!,12/19/2018 12:35,25288,109676,FALSE,1.07537E+18
Twitter for iPhone,In our Country so much money has been poured down the drain for so many years but the Democrats fight us like cats and dogs when it comes to spending on Boarder Security (including a Wall) and the Military. We won on the Military it is being completely rebuilt. We will win...,12/19/2018 12:28,353,1201,FALSE,1.07537E+18
Twitter for iPhone,....This will keep our communities safer and provide hope and a second chance to those who earn it. In addition to everything else billions of dollars will be saved. I look forward to signing this into law!,12/19/2018 2:07,13725,67055,FALSE,1.07521E+18
Twitter for iPhone,America is the greatest Country in the world and my job is to fight for ALL citizens even those who have made mistakes. Congratulations to the Senate on the bi-partisan passing of a historic Criminal Justice Reform Bill....,12/19/2018 2:07,20647,97417,FALSE,1.07521E+18
Twitter for iPhone,The Democrats are saying loud and clear that they do not want to build a Concrete Wall - but we are not building a Concrete Wall we are building artistically designed steel slats so that you can easily see through it....,12/19/2018 1:13,22852,98873,FALSE,1.0752E+18
Twitter for iPhone,....It will be beautiful and at the same time give our Country the security that our citizens deserve. It will go up fast and save us BILLIONS of dollars a month once completed!,12/19/2018 1:13,18512,81752,FALSE,1.0752E+18
